city_id,name,category,note
,こたつのヒーター部分,もえないごみ,
,こたつ布団（切って出す）（60cm未満）,もえるごみ,60cm未満に切り、ひもで縛る（袋不要）
,こたつ布団（切らずに出す）（60cm以上）,連絡ごみ,ふとん類（掛け布団・こたつ布団・敷き布団・毛布）3枚までごとに
,コップ（金属製・ガラス製・陶器製）,もえないごみ,割れたものは危なくないように紙等で包む
,コップ（紙製・プラスチック製）,もえるごみ,
,子ども用遊具（三輪車）（大小問わず）,連絡ごみ,
,子ども用遊具（自転車）（大小問わず）,連絡ごみ,
,子ども用遊具（ジム）（60cm以上）,連絡ごみ,
,子ども用遊具（すべり台）（60cm以上）,連絡ごみ,
,子ども用遊具（鉄棒）（60cm以上）,連絡ごみ,
,子ども用遊具（ブランコ）（60cm以上）,連絡ごみ,
,子ども用遊具（ジム・すべり台・鉄棒・ブランコの複合遊具）（60cm以上）,連絡ごみ,
,子ども用遊具（そり）（60cm未満）,もえるごみ,
,子ども用遊具（そり）（60cm以上）,連絡ごみ,
,子ども用遊具（トランポリン）（60cm以上）,連絡ごみ,
,子ども用遊具（幼児用自動車（脚こぎ式））（60cm以上）,連絡ごみ,
,子ども用遊具（幼児用自動車（電動式））（大小問わず）,連絡ごみ,バッテリーは取り外し、業者又は販売店等へ
,碁盤（金属製）,もえないごみ,
,碁盤（プラスチック製）,もえるごみ,
,碁盤（木製で厚さ5cm未満）,もえるごみ,
,碁盤（木製で厚さ5cm以上）（大小問わず）,連絡ごみ,
,コピー機（卓上型）（大小問わず）,連絡ごみ,幅・奥行・高さの合計100cm未満
,コピー機（卓上型）（大小問わず）,連絡ごみ,幅・奥行・高さの合計100cm以上150cm未満
,コピー機,集積所に出してはいけないごみ,幅・奥行・高さの合計150cm以上のものは、業者又は販売店等へ
,ゴム製品,もえるごみ,長さ60cm未満に切る
,ゴムホース,もえるごみ,長さ60cm未満に切る
,米ぬか,もえるごみ,5リットル程度の袋に入る容量で少しずつ出す、多量に出す場合は自己搬入
,米びつ（ハイザー）（金属有り）（60cm未満）,もえないごみ,
,米びつ（ハイザー）（金属無し）（60cm未満）,もえるごみ,
,米びつ（ハイザー）（60cm以上）,連絡ごみ,
,コルセット（金属有り）,もえないごみ,長さ60cm未満に切る
,コルセット（金属無し）,もえるごみ,長さ60cm未満に切る
,ゴルフボール,もえるごみ,
,ゴルフ用品（クラブ）（大小問わず）,連絡ごみ,14本までごとに
,ゴルフ用品（バッグ）（60cm以上）,連絡ごみ,
,ゴルフ用品（セット）（大小問わず）,連絡ごみ,ゴルフバッグとゴルフクラブ14本までのセット
,コンクリート片（大小問わず）,連絡ごみ,土のう袋1袋までごとに（30リットル）、自分で解体等したものに限る
,コンタクトレンズ,もえるごみ,
,"コンポ（スピーカーのみ）（幅・高さ60cm未満
奥行15cm未満）",もえないごみ,
,"コンポ（スピーカーのみ）（幅・高さ60cm以上
奥行問わず）",連絡ごみ,1セットまでごとに
,"コンポ（スピーカーのみ）（幅・高さ問わず
奥行15cm以上）",連絡ごみ,1セットまでごとに
,コンポ（スピーカーを除く）（アンプを含む）（大小問わず）,連絡ごみ,
,コンポセット（本体とスピーカーのセット）（大小問わず）,連絡ごみ,ミニコンポは「もえないごみ」
,梱包バンド,もえるごみ,長さ60cm未満に切る
,サーキュレーター（羽根の直径が20cm未満のもの）,もえないごみ,
,サーキュレーター（羽根の直径が20cm以上のもの）,連絡ごみ,
,サーキュレーター（羽根のない送風機型・タワー型）（60cm未満）,もえないごみ,
,サーキュレーター（羽根のない送風機型・タワー型）（60cm以上）,連絡ごみ,
,サーフボード（60cm未満）,もえるごみ,長さ60cm未満・厚さ5cm未満に切る
,サーフボード（60cm以上）,連絡ごみ,長さ200cm以上のものは自己搬入
,サイクルハウス（ビニールハウス型物置）（60cm以上）,連絡ごみ,分解したものに限る
,座椅子（回転式）（大小問わず）,連絡ごみ,
,座椅子（回転式を除く）（60cm以上）,連絡ごみ,
,在宅医療廃棄物（注射筒・注入器）,もえるごみ,針以外の部分、注射針がついている場合は取り除く　注射針の処理は、かかりつけの病院等に相談を
,在宅医療廃棄物（カテーテル類・チューブ類・バッグ類）,もえるごみ,注射針がついている場合、切り離して針以外を排出する　注射針の処理は、かかりつけの病院等に相談を　バッグに挿すプラスチック製の針は排出可能
,サイドボード（60cm未満）,もえるごみ,
,サイドボード（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,サイドボード（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,サイドボード（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,裁縫箱（金属製）,もえないごみ,
,裁縫箱（金属製以外）,もえるごみ,
,座卓（学習机・ライティングデスクを除く）（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm未満
,座卓（学習机・ライティングデスクを除く）（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm以上
,サッシ（大小問わず）,連絡ごみ,1枚までごとに（90cm×180cmまでのものを1枚とする）、自分で交換したものに限る
,雑がみ,集団回収対象品目,資源物集団回収にご協力ください
,雑誌,集団回収対象品目,資源物集団回収にご協力ください
,座布団（60cm未満）,もえるごみ,
,座布団（60cm以上）,連絡ごみ,クッション類（クッション・座布団・ビーズクッション・まくら）5個までごとに
,サマーベッド（60cm以上）,連絡ごみ,
,皿（金属製・ガラス製・陶器製）,もえないごみ,割れたものは危なくないように紙等で包む
,皿（木製・紙製・プラスチック製）,もえるごみ,
,三角板（大小問わず）,連絡ごみ,
,サンダル,もえるごみ,
,三輪自転車（大小問わず）,連絡ごみ,
,三輪車（子供用）（大小問わず）,連絡ごみ,
,ＣＤ（ケースを含む）,もえるごみ,
,ＣＤプレーヤー,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,シート（60cm未満）,もえるごみ,
,シート（60cm以上）,連絡ごみ,5枚までごとに
,ジェルマット（60cm未満）,もえるごみ,
,ジェルマット（60cm以上）,連絡ごみ,3枚までごとに
,地下足袋,もえるごみ,
,磁気カード,もえるごみ,
,磁気ネックレス,もえないごみ,
,磁気マット（大小問わず）,連絡ごみ,
,磁気布団（大小問わず）,連絡ごみ,
,磁石,もえないごみ,
,七輪（60cm未満）,もえないごみ,
,七輪（60cm以上）,連絡ごみ,
,室内物干し（金属製）（60cm未満）,もえないごみ,
,室内物干し（プラスチック製）（60cm未満）,もえるごみ,
,室内物干し（60cm以上）,連絡ごみ,
,自転車（大小問わず）,連絡ごみ,
,自転車（タイヤのみ）（60cm未満）,もえるごみ,長さ60cm未満に切る
,自転車（タイヤのみ）（60cm以上）,連絡ごみ,1台分までごとに
,自転車用チャイルドシート（上半身の背もたれがあるもの）（60cm以上）,連絡ごみ,
,自動車部品,集積所に出してはいけないごみ,業者又は販売店等へ
,自動車用品（キャリア）（大小問わず）,連絡ごみ,
,自動車用品（ジャッキ）（大小問わず）,連絡ごみ,
,自動車用品（タイヤチェーン）（大小問わず）,連絡ごみ,布製、プラスチック製（使い捨てタイプ）のものは｢もえるごみ｣
,自動車用品（フロアマット）,もえるごみ,長さ60cm未満に切る　金属類は、可能な限り取り除く
,竹刀（60cm未満）,もえるごみ,
,竹刀（60cm以上）,連絡ごみ,竹刀・木刀を5本までごとに
,芝刈り機（エンジン式）,集積所に出してはいけないごみ,業者又は販売店等へ
,芝刈り機（電動式・手動式）（大小問わず）,連絡ごみ,危なくないように刃は紙等で包む
,ジム（子ども用遊具）（60cm以上）,連絡ごみ,
,シャンプーハット,もえるごみ,
,シャンプーの容器（プラマーク有り）,プラスチック製容器包装,汚れているものは「もえるごみ」
,ジューサーミキサー（大小問わず）,連絡ごみ,
,シューズケース,もえるごみ,
,じゅうたん（切って出す）（60cm未満）,もえるごみ,長さ60cm未満に切り、ひもで縛る（袋不要）
,じゅうたん（切らずに出す）（60cm以上）,連絡ごみ,6畳未満のもの
,じゅうたん（切らずに出す）（60cm以上）,連絡ごみ,6畳以上のもの
,充電池（小型充電池）,特定品目,車載バッテリー（自転車用・自動車用）は除く
,収納庫（金属製）（60cm未満）,もえないごみ,
,収納庫（金属製）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,収納庫（金属製）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満、1辺の長さが200cm以上の大型のものは、業者又は販売店等へ
,収納庫（金属製）（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上、1辺の長さが200cm以上の大型のものは、業者又は販売店等へ
,収納庫（プラスチック製）（60cm未満）,もえるごみ,
,収納庫（プラスチック製）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,収納庫（プラスチック製）（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,収納庫（プラスチック製）（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,ジュニアシート（60cm未満）,もえるごみ,
,ジュニアシート（60cm以上）,連絡ごみ,
,シュレッダー（手動式）,もえないごみ,
,シュレッダー（電動式）（大小問わず）,連絡ごみ,
,瞬間湯沸かし器（60cm未満）,連絡ごみ,長さ60cm以上のものは、業者又は販売店等へ
,消火器（スプレー缶）,特定品目,中身は可能な限り使い切る（穴あけは不要）キャップは取り外す
,消火器（スプレー缶以外）,集積所に出してはいけないごみ,消火器リサイクルを参照
,浄化槽ブロワー（60cm未満）,もえないごみ,自分で交換したものに限る
,浄化槽ブロワー（60cm以上）,連絡ごみ,自分で交換したものに限る
,将棋盤（金属製）,もえないごみ,
,将棋盤（プラスチック製）,もえるごみ,
,将棋盤（木製で厚さ5cm未満）,もえるごみ,
,将棋盤（木製で厚さ5cm以上）（大小問わず）,連絡ごみ,
,浄水器（交換フィルター）,もえるごみ,自分で交換したものに限る
,浄水器（蛇口取り付け型・水栓一体型）,もえないごみ,自分で交換したものに限る
,浄水器（据え置き型）（大小問わず）,連絡ごみ,自分で交換したものに限る
,照明器具（60cm未満）,もえないごみ,蛍光管は取り外して「特定品目」
,照明器具（60cm以上）,連絡ごみ,電球・グローランプは取り外して「もえないごみ」、蛍光管は取り外して「特定品目」
,じょうろ（金属製）,もえないごみ,
,じょうろ（プラスチック製）,もえるごみ,
,食用油,廃食用油の回収,使用済てんぷら油（廃食用油）の回収にご協力ください
,食用油（少量）,もえるごみ,紙・布等に染み込ませるか凝固剤で固めて出す
,食用油の容器（ガラス製）,もえないごみ,汚れているものは「もえないごみ」
,食用油の容器（プラスチック製（プラマーク有り））,びん・かん・ペットボトル,汚れているものは「もえるごみ」
,除湿機（フロン有り）,集積所に出してはいけないごみ,業者又は販売店等へ
,除湿機（フロン無し）（60cm未満）,もえないごみ,
,除湿機（フロン無し）（60cm以上）,連絡ごみ,
,除湿剤（中身）,もえるごみ,
,除湿剤の容器（プラマーク有り）,プラスチック製容器包装,汚れているものは「もえるごみ」
,食器洗い乾燥機（大小問わず）,連絡ごみ,
,食器乾燥機（大小問わず）,連絡ごみ,
,食器棚（金属・ガラス有り）（60cm未満）,もえないごみ,
,食器棚（金属・ガラス無し）（60cm未満）,もえるごみ,
,食器棚（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,食器棚（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,食器棚（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,食器類（金属製・ガラス製・陶器製）,もえないごみ,割れたものは危なくないように紙等で包む
,食器類（木製・紙製・プラスチック製）,もえるごみ,
,人工芝,もえるごみ,長さ60cm未満に切る
,新聞紙,集団回収対象品目,資源物集団回収にご協力ください
,水銀血圧計,特定品目,割れないようにケース等に入れる　割れたものは、袋等に入れて「特定品目」※内容物の表記をする
,水銀体温計,特定品目,割れないようにケース等に入れる　割れたものは、袋等に入れて「特定品目」※内容物の表記をする
,水槽（ガラス製）（60cm未満）,もえないごみ,
,水槽（プラスチック製）（60cm未満）,もえるごみ,
,水槽（60cm以上）,連絡ごみ,幅・奥行・高さの合計200cm未満
,水槽（60cm以上）,連絡ごみ,幅・奥行・高さの合計200cm以上
,水筒（金属製）,もえないごみ,
,水筒（プラスチック製）,もえるごみ,
,炊飯器（大小問わず）,連絡ごみ,
,スーツケース（60cm未満）,もえないごみ,骨組み等で金属が使用されている可能性があるため「もえないごみ」の取り扱い
,スーツケース（60cm以上）,連絡ごみ,
,姿見（60cm以上）,連絡ごみ,
,スキー用品（板）（60cm以上）,連絡ごみ,
,スキー用品（ウエア）,もえるごみ,長さ60cm未満に切る
,スキー用品（靴）,もえるごみ,
,スキー用品（ストック）（60cm以上）,連絡ごみ,
,スキー用品（セット（板・ストック））（60cm以上）,連絡ごみ,
,スキャナー（60cm未満）,もえないごみ,
,スキャナー（60cm以上）,連絡ごみ,
,スケート靴（大小問わず）,連絡ごみ,
,スケートボード（60cm以上）,連絡ごみ,
,スコップ（60cm未満）,もえないごみ,
,スコップ（60cm以上）,連絡ごみ,家庭菜園用器具（スコップ、シャベル、カッサライ、ジョレン、クワ、ツルハシ等）を5本までごとに
,すずり石（書道用品）,もえないごみ,
,すだれ（60cm未満）,もえるごみ,長さ60cm未満に切る
,すだれ（60cm以上）,連絡ごみ,
,ステープラー,もえないごみ,
,ステッパー（トレーニング機器）（大小問わず）,連絡ごみ,
,"ステレオ（スピーカーのみ）（幅・高さ60cm未満
奥行15cm未満）",もえないごみ,
,"ステレオ（スピーカーのみ）（幅・高さ60cm以上
奥行問わず）",連絡ごみ,1セットまでごとに
,"ステレオ（スピーカーのみ）（幅・高さ問わず
奥行15cm以上）",連絡ごみ,1セットまでごとに
,ステレオ（スピーカーを除く）（アンプを含む）（大小問わず）,連絡ごみ,
,ステレオセット（本体とスピーカーのセット）（大小問わず）,連絡ごみ,ミニコンポは「もえないごみ」
,ストーブ（ガス）（大小問わず）,連絡ごみ,
,ストーブ（石油）（大小問わず）,連絡ごみ,燃料・電池類は取り除く
,ストーブ（電気）（60cm未満）,もえないごみ,
,ストーブ（電気）（60cm以上）,連絡ごみ,
,ストッキング,もえるごみ,
,ストロー,もえるごみ,
,砂（少量）,連絡ごみ,土のう袋1袋までごとに（30リットル）
,砂（多量）,集積所に出してはいけないごみ,業者へ
,スノーボード（60cm以上）,連絡ごみ,
,スノーボードブーツ（金属有り）,もえないごみ,
,スノーボードブーツ（金属無し）,もえるごみ,
,すのこ（金属製）（60cm未満）,もえないごみ,
,すのこ（金属製以外）（60cm未満）,もえるごみ,
,すのこ（60cm以上）,連絡ごみ,
,スパイクシューズ（金属有り）,もえないごみ,
,スパイクシューズ（金属無し）,もえるごみ,
,"スピーカー（コンポ・ステレオ用）（幅・高さ60cm未満
奥行15cm未満）",もえないごみ,
,"スピーカー（コンポ・ステレオ用）（幅・高さ60cm以上
奥行問わず）",連絡ごみ,1セットまでごとに
,"スピーカー（コンポ・ステレオ用）（幅・高さ問わず
奥行15cm以上）",連絡ごみ,1セットまでごとに
,スプリング（ソファー・ベッドマット用）（大小問わず）,連絡ごみ,
,スプレー缶,特定品目,中身は可能な限り使い切る（穴あけは不要）キャップは取り外す
,すべり台（子ども用遊具）（60cm以上）,連絡ごみ,
,スポンジ,もえるごみ,長さ60cm未満に切る
,スポンジマット,もえるごみ,長さ60cm未満に切る
,ズボンプレッサー（60cm未満）,もえないごみ,
,ズボンプレッサー（60cm以上）,連絡ごみ,
,墨（液体）,もえるごみ,紙・布等に染み込ませる
,墨（固形）,もえるごみ,
,炭（木炭・竹炭・練炭・豆炭）,もえるごみ,可能な限り細かく砕く（燃え尽きないため）
,スロット台（大小問わず）,連絡ごみ,
,精米機（大小問わず）,連絡ごみ,
,石油コンロ（大小問わず）,連絡ごみ,燃料・電池類は取り除く
,石油ストーブ（大小問わず）,連絡ごみ,燃料・電池類は取り除く
,石油ファンヒーター（大小問わず）,連絡ごみ,燃料は取り除く
,石灰,連絡ごみ,土のう袋1袋までごとに（30リットル）
,せっけん,もえるごみ,
,石こうボード（大小問わず）,連絡ごみ,土のう袋1袋までごとに（30リットル）自分で交換したものに限る
,せともの,もえないごみ,割れたものは危なくないように紙等で包む
,セメント,連絡ごみ,土のう袋1袋までごとに（30リットル）
,セロハン紙,もえるごみ,
,洗剤の容器（プラマーク有り）,プラスチック製容器包装,汚れているものは「もえるごみ」
,せんす（扇子）,もえるごみ,
,洗濯機,集積所に出してはいけないごみ,家電リサイクルを参照
,洗濯ハンガー（金属製）,もえないごみ,洗濯ばさみが多数付いている製品
,洗濯ハンガー（プラスチック製）,もえるごみ,洗濯ばさみが多数付いている製品、洗濯ばさみの金属部品は取り外す必要はない
,洗濯ばさみ（金属製）,もえないごみ,
,洗濯ばさみ（プラスチック製）,もえるごみ,金属部品は取り外す必要はない
,"剪定枝（太さ5cm未満
長さ60cm未満）",もえるごみ,ひもで束ねる（袋不要）、多量にある場合は自己搬入
,"剪定枝（太さ15cm未満
長さ100cm未満）",みどりのリサイクル,みどりのリサイクルを参照
,"剪定枝（太さ5cm以上
又は
長さ60cm以上）",集積所に出してはいけないごみ,再生利用指定業者へ
,扇風機（羽根の直径が20cm未満のもの）,もえないごみ,
,扇風機（羽根の直径が20cm以上のもの）,連絡ごみ,
,扇風機（羽根のない送風機型・タワー型）（60cm未満）,もえないごみ,
,扇風機（羽根のない送風機型・タワー型）（60cm以上）,連絡ごみ,
,洗面器,もえるごみ,
,洗面台（大小問わず）,連絡ごみ,
,造花（金属有り）,もえないごみ,
,造花（金属無し）,もえるごみ,
,双眼鏡,もえないごみ,
,掃除機（ハンドクリーナー）,もえないごみ,
,掃除機（ロボット式）,もえないごみ,電池類は取り外して「特定品目」　電池類が取り外せないものは、販売店等へ
,掃除機（ハンドクリーナー・ロボット式を除く）,連絡ごみ,
,送風機（羽根のない扇風機・タワー型）（60cm未満）,もえないごみ,
,送風機（羽根のない扇風機・タワー型）（60cm以上）,連絡ごみ,
,ぞうり（草履）,もえるごみ,
,ソファー（1人がけ用）（1人がけ用）,連絡ごみ,スポンジ部分を60cm未満に切って「もえるごみ」、スプリング部分を「連絡ごみ【300円】」、骨組み部分は「ソファーの骨組み」を参照して出すことができる
,ソファー（2人がけ用以上）（2人がけ用以上）,連絡ごみ,スポンジ部分を60cm未満に切って「もえるごみ」、スプリング部分を「連絡ごみ【300円】」、骨組み部分は「ソファーの骨組み」を参照して出すことができる
,ソファーのスプリング（大小問わず）,連絡ごみ,
,ソファーベット,連絡ごみ,スポンジ部分を60cm未満に切って「もえるごみ」、スプリング部分を「連絡ごみ【300円】」、骨組み部分は「ソファーの骨組み」を参照して出すことができる
,ソファーの骨組み（金属製）（60cm未満）,もえないごみ,
,ソファーの骨組み（プラスチック製）（60cm未満）,もえるごみ,
,ソファーの骨組み（木製で厚さ5cm未満）（60cm未満）,もえるごみ,
,ソファーの骨組み（60cm以上）,連絡ごみ,
,そり（子ども用遊具）（60cm未満）,もえるごみ,
,そり（子ども用遊具）（60cm以上）,連絡ごみ,
,そろばん,もえるごみ,
,体温計（電子式）,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目、水銀体温計は「特定品目」
,体温計（水銀式）,特定品目,割れないようにケース等に入れる　割れたものは、袋等に入れて「特定品目」※内容物の表記をする
,耐火金庫,集積所に出してはいけないごみ,業者又は販売店等へ
,台車（大小問わず）,連絡ごみ,
,体重計,もえないごみ,電池類は取り外して「特定品目」
,ダイニングテーブル（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm未満
,ダイニングテーブル（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm以上
,タイプライター（大小問わず）,連絡ごみ,
,タイヤ（自転車用）（60cm未満）,もえるごみ,長さ60cm未満に切る
,タイヤ（自転車用）（60cm以上）,連絡ごみ,1台分までごとに
,タイヤ（自動車用）,集積所に出してはいけないごみ,業者又は販売店等へ
,タイヤチェーン（自動車用品）（大小問わず）,連絡ごみ,布製、プラスチック製（使い捨てタイプ）のものは｢もえるごみ｣
,タイル（大小問わず）,連絡ごみ,土のう袋1袋までごとに（30リットル）
,卓上コンロ,もえないごみ,電池類・卓上ガスボンベは取り外して「特定品目」
,竹串,もえるごみ,危なくないように先端を折る
,たこ焼き器（大小問わず）,連絡ごみ,
,畳（60cm未満）,もえるごみ,自分で交換したものに限る
,畳（60cm以上）,連絡ごみ,1畳分までごとに、自分で交換したものに限る
,卓球台（60cm以上）,連絡ごみ,
,脱臭剤,もえるごみ,
,棚（金属・ガラス有り）（60cm未満）,もえないごみ,
,棚（金属・ガラス無し）（60cm未満）,もえるごみ,
,棚（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,棚（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,棚（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,卵のパック（プラマーク有り）,プラスチック製容器包装,汚れているものは「もえるごみ」
,たわし（金属製）,もえないごみ,
,たわし（金属製以外）,もえるごみ,
,たんす（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,たんす（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,たんす（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,断熱材（グラスウール）（大小問わず）,連絡ごみ,土のう袋1袋までごとに（30リットル）、自分で交換したものに限る
,ダンベル（トレーニング機器）（大小問わず）,連絡ごみ,ダンベル・鉄アレイ・バーベルを重さ15kgまでごとに
,段ボール,集団回収対象品目,資源物集団回収にご協力ください
,チェーン（金属製）（大小問わず）,連絡ごみ,
,チェーン（プラスチック製）（60cm未満）,もえるごみ,
,チェーン（プラスチック製）（60cm以上）,連絡ごみ,
,チェーン（自動車用品（タイヤチェーン））（大小問わず）,連絡ごみ,布製、プラスチック製（使い捨てタイプ）のものは｢もえるごみ｣
,チェスト（金属製）（60cm未満）,もえないごみ,
,チェスト（プラスチック製・木製）（60cm未満）,もえるごみ,
,チェスト（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm未満
,チェスト（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,地球儀（金属有り）,もえないごみ,
,地球儀（金属無し）,もえるごみ,
,チャイルドシート（自転車用・自動車用）（60cm以上）,連絡ごみ,
,茶碗（金属製・陶器製）,もえないごみ,割れたものは危なくないように紙等で包む
,茶碗（木製・紙製・プラスチック製）,もえるごみ,
,中華鍋,もえないごみ,
,注射針（在宅医療）,集積所に出してはいけないごみ,かかりつけの病院等に相談を
,彫刻刀,もえないごみ,危なくないように刃は紙等で包む
,ちりとり（金属製）,もえないごみ,
,ちりとり（金属製以外）,もえるごみ,
,使い捨てカイロ,もえるごみ,未使用のものは、放熱後に冷ましてから出す
,使い捨てカメラ,もえないごみ,
,使い捨てライター,特定品目,中身は可能な限り使い切る
,机（金属・ガラス有り）（60cm未満）,もえないごみ,
,机（金属・ガラス無し）（60cm未満）,もえるごみ,
,机（学習机・ライティングデスクを除く）（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm未満
,机（学習机・ライティングデスクを除く）（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm以上
,漬物石（石製・プラスチック製）（大小問わず）,連絡ごみ,
,土（少量）,連絡ごみ,土のう袋1袋までごとに（30リットル）
,土（多量）,集積所に出してはいけないごみ,業者又は販売店等へ
,突っ張り棚（60cm以上）,連絡ごみ,
,突っ張り棒（60cm以上）,連絡ごみ,5本までごとに
,積み木,もえるごみ,
,爪切り,もえないごみ,
,釣り糸,もえるごみ,長さ60cm未満に切る
,釣り竿（60cm未満）,もえるごみ,
,釣り竿（60cm以上）,連絡ごみ,5本までごとに
,釣り針,もえないごみ,危なくないように紙等で包む
,DVD（ケースを含む）,もえるごみ,
,DVDプレーヤー（レコーダー）（ポータブルタイプも含む）,もえないごみ,※使用済小型家電の回収対象品目
,テーブル（金属・ガラス有り）（60cm未満）,もえないごみ,
,テーブル（金属・ガラス無し）（60cm未満）,もえるごみ,
,テーブル（学習机・ライティングデスクを除く）（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm未満
,テーブル（学習机・ライティングデスクを除く）（60cm以上）,連絡ごみ,天板の最大の辺・径の長さが100cm以上
,テーブルシート,もえるごみ,長さ60cm未満に切る
,テープレコーダー,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,デジタルオーディオプレーヤー,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,デスクマット,もえるごみ,長さ60cm未満に切る
,鉄アレイ（トレーニング機器）（大小問わず）,連絡ごみ,ダンベル・鉄アレイ・バーベルを重さ15kgまでごとに
,"手筒花火（長さ60cm未満
太さ5cm未満）",もえるごみ,使い切ったものに限る
,"手筒花火（長さ60cm以上
又は
太さ5cm以上）",連絡ごみ,使い切ったものに限る、太さ5cm未満、長さ60cm未満に分解できれば「もえるごみ」
,鉄板（調理用）（60cm未満）,もえないごみ,
,鉄板（調理用）（60cm以上）,連絡ごみ,
,鉄棒（子ども用遊具）（60cm以上）,連絡ごみ,
,鉄棒（学校に設置するような鉄製のもの）,集積所に出してはいけないごみ,業者又は販売店等へ
,テニスボール,もえるごみ,
,テニスラケット（金属製）（60cm未満）,もえないごみ,
,テニスラケット（金属製以外）（60cm未満）,もえるごみ,
,テニスラケット（60cm以上）,連絡ごみ,ラケット類（金属製・プラスチック製・木製）を5本までごとに
,テレビ,集積所に出してはいけないごみ,家電リサイクルを参照
,テレビゲーム機,もえないごみ,※使用済小型家電の回収対象品目
,テレビ台（金属・ガラス有り）（60cm未満）,もえないごみ,
,テレビ台（金属・ガラス無し）（60cm未満）,もえるごみ,
,テレビ台（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm未満
,テレビ台（60cm以上）,連絡ごみ,幅・奥行・高さの合計150cm以上250cm未満
,テレビ台（60cm以上）,連絡ごみ,幅・奥行・高さの合計250cm以上
,テレビチューナー（60cm未満）,もえないごみ,※使用済小型家電の回収対象品目
,テレビチューナー（60cm以上）,連絡ごみ,
,テレホンカード,もえるごみ,
,電気あんか,もえないごみ,
,電気温水器,集積所に出してはいけないごみ,業者又は販売店等へ
,電気カーペット（大小問わず）,連絡ごみ,
,電気釜（大小問わず）,連絡ごみ,
,電気かみそり,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,電気かみそり洗浄機,もえないごみ,※使用済小型家電の回収対象品目
,電気コード,もえないごみ,長さ60cm未満に切る
,電気スタンド（60cm未満）,もえないごみ,蛍光管は取り外して「特定品目」
,電気スタンド（60cm以上）,連絡ごみ,蛍光管は取り外して「特定品目」
,電気ストーブ（60cm未満）,もえないごみ,
,電気ストーブ（60cm以上）,連絡ごみ,
,電気バリカン,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,電気ひげそり機,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,電気ポット,もえないごみ,
,電気毛布（大小問わず）,連絡ごみ,
,電球（白熱電球・LED）,もえないごみ,割れたものは危なくないように紙等で包む、蛍光管は「特定品目」
,電子オルガン（脚付き）,連絡ごみ,重さ100kg以上のものは自己搬入
,電子辞書,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,電子体温計,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
,電子ピアノ（脚付き）,連絡ごみ,重さ100kg以上のものは自己搬入
,電子ピアノ（脚無し（キーボードタイプ））（60cm未満）,もえないごみ,
,電子ピアノ（脚無し（キーボードタイプ））（60cm以上）,連絡ごみ,
,電子レンジ（大小問わず）,連絡ごみ,
,天体望遠鏡（60cm未満）,もえないごみ,
,天体望遠鏡（60cm以上）,連絡ごみ,
,電卓,もえないごみ,電池類は取り外して「特定品目」※使用済小型家電の回収対象品目
