city_id,name,category,note
,ホットカーペット,燃えるごみ,50cm四方に切って出す。コードは根元から切って束ねて燃えないごみへ。
,ホットプレート,燃えないごみ,コードは根元から切って束ねて出す。
,哺乳びん,燃えないごみ,プラスチック製の物は燃えるごみ。
,ポリタンク・ポリバケツ,燃えるごみ,指定袋に入らないものは直接搬入。
,保冷剤,燃えるごみ,
,本,資源物,紙ひもで縛って出す。
,本棚（木製）,直接搬入するごみ,できる範囲で解体、分別をしてください。
,マージャンパイ,燃えるごみ,
,マイク,燃えないごみ,電池は抜いて出す。
,マウス（パソコン）,燃えないごみ,電池式のものは電池を抜いて出す。
,マウスパッド,燃えるごみ,
,巻尺,燃えるごみ,金属製のものは燃えないごみ。
,マグカップ（金属製・陶器製）,燃えないごみ,木製・プラ製品は燃えるごみ。
,マグネット,燃えないごみ,ビニール袋等で包む。
,まくら,燃えるごみ,
,マスク,燃えるごみ,
,マッサージ機,直接搬入するごみ,できる範囲で解体、分別をしてください。
,マッチ,燃えるごみ,一晩水に濡らせる。
,マットレス,直接搬入するごみ,
,窓ガラス,燃えないごみ,危なくないようにビニール袋で包む。
,まな板,燃えるごみ,
,豆電球,燃えないごみ,危なくないようにビニール袋で包む。
,マヨネーズの容器,資源物,汚れの落ちないものは燃えるごみ。
,万年筆,燃えるごみ,
,万歩計,燃えないごみ,電池は抜いて出す。
,ミキサー,燃えないごみ,
,ミシン,直接搬入するごみ,
,ミニカー（玩具）,燃えないごみ,
,虫かご,燃えるごみ,
,虫めがね,燃えないごみ,
,名刺入れ（布製）,燃えるごみ,金属製は燃えないごみ。
,めがね,燃えないごみ,
,めがねケース（布製・プラ製）,燃えるごみ,金属製は燃えないごみ。
,メジャー,燃えるごみ,金属製の物は燃えないごみ。
,毛布,燃えるごみ,きれいな物は衣類回収へ。
,餅つき器,直接搬入するごみ,コードは根元から切って束ねて出す。
,モップ,燃えるごみ,指定袋に入らないものは直接搬入。
,物干し竿・物干し台,直接搬入するごみ,
,やかん,燃えないごみ,
,焼き物,燃えないごみ,
,やすり,燃えないごみ,
,湯たんぽ,燃えないごみ,プラスチック製の物は燃えるごみ。
,湯のみ,燃えないごみ,
,洋服ブラシ,燃えるごみ,
,よしず,燃えるごみ,指定袋に入らないものは直接搬入。
,ライター,燃えないごみ,ガス・オイルを抜くこと。
,ラケット,燃えるごみ,金属製の物は燃えないごみ。
,ラジカセ,燃えないごみ,電池は抜いて出す。指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,ラジオ,燃えないごみ,電池は抜いて出す。
,ラムネ（飲料）のビン,資源物,
,ラップ（商品を包んでいたもの）,資源物,
,ランタン,燃えないごみ,
,ランチジャー,燃えないごみ,
,ランドセル,燃えるごみ,きれいな物は衣類回収へ。
,ランニングマシン,直接搬入するごみ,
,リール（釣り用）,燃えないごみ,釣り糸は短く切って燃えるごみ。
,リコーダー（笛）,燃えるごみ,
,リモコン,燃えないごみ,電池は抜いて出す。
,リヤカー,直接搬入するごみ,家庭用の物に限る。
,リュックサック,燃えるごみ,きれいな物は衣類回収へ。
,ルアー,燃えるごみ,
,冷蔵庫・冷凍庫,リサイクル家電,購入元へ。（家電リサイクル法）
,レコード盤,燃えるごみ,
,レジャーシート,燃えるごみ,
,レトルトパック,資源物,汚れの落ちないものは燃えるごみ。
,ローソク,燃えるごみ,
,ロープ,燃えるごみ,1m程度に切断する。
,ローラースケート,燃えないごみ,
,ロッカー,直接搬入するごみ,
,ワープロ（家庭用）,燃えないごみ,指定袋に入らないものは直接搬入。コードは根元から切って束ねて出す。
,輪ゴム,燃えるごみ,
,割りばし,燃えるごみ,
,ワイパー,受け入れできないもの,購入元もしくは専門の処理業者に問合せ。
,ワインオープナー,燃えないごみ,
,和紙,燃えるごみ,
